case_id,state,isMetro,areaname,county,family_member_count,housing_cost,food_cost,transportation_cost,healthcare_cost,other_necessities_cost,childcare_cost,taxes,total_cost,median_family_income
3,AL,FALSE,"Barbour County, AL",Barbour County,2p4c,9672,13976.622,13639.788,22610.2476,8568.82836,13736.3484,8253.5544,90457.3884,42822.75391
4,AL,TRUE,"Birmingham-Hoover, AL HUD Metro FMR Area",Bibb County,1p0c,7973.92164,3050.28684,11446.48464,5845.47984,3994.50552,0,6261.07248,38571.75,59443.98828
4,AL,TRUE,"Birmingham-Hoover, AL HUD Metro FMR Area",Bibb County,1p1c,9779.52168,4495.38168,12233.8776,8821.218,5172.36072,5360.56824,6450,52312.9272,59443.98828
4,AL,TRUE,"Birmingham-Hoover, AL HUD Metro FMR Area",Bibb County,1p2c,9779.52168,6586.48536,13566.48,11796.9558,5930.05008,13798.2588,8120.8206,69578.5728,59443.98828
4,AL,TRUE,"Birmingham-Hoover, AL HUD Metro FMR Area",Bibb County,1p3c,12717.2832,8786.66232,14094.588,14772.6948,7791.72732,16394.4708,10569.82032,85127.244,59443.98828
4,AL,TRUE,"Birmingham-Hoover, AL HUD Metro FMR Area",Bibb County,1p4c,12717.2832,10755.46872,14358.126,17748.432,8505.10332,16394.4708,10691.88276,91170.768,59443.98828
4,AL,TRUE,"Birmingham-Hoover, AL HUD Metro FMR Area",Bibb County,2p0c,8500.9614,5592.19296,13391.6292,11690.95968,5106.50568,0,7616.02368,51898.272,59443.98828
4,AL,TRUE,"Birmingham-Hoover, AL HUD Metro FMR Area",Bibb County,2p1c,9779.52168,6960.04764,14747.0328,14666.6988,6065.406,5360.56824,8536.58568,66115.8636,59443.98828
4,AL,TRUE,"Birmingham-Hoover, AL HUD Metro FMR Area",Bibb County,2p2c,9779.52168,8814.74928,15243.2712,17642.436,6737.43756,13798.2588,9694.22676,81709.8984,59443.98828
4,AL,TRUE,"Birmingham-Hoover, AL HUD Metro FMR Area",Bibb County,2p3c,12717.2832,10762.13892,15485.2176,20618.1744,8507.52024,16394.4708,10933.82004,95418.6264,59443.98828
4,AL,TRUE,"Birmingham-Hoover, AL HUD Metro FMR Area",Bibb County,2p4c,12717.2832,13170.2796,15526.3284,23593.9116,9380.08452,16394.4708,10935.81228,101718.1752,59443.98828
5,AL,TRUE,"Birmingham-Hoover, AL HUD Metro FMR Area",Blount County,1p0c,7246.05684,3257.7894,11329.07664,5845.47984,3805.9578,0,6062.98824,37547.3496,63966.12891
5,AL,TRUE,"Birmingham-Hoover, AL HUD Metro FMR Area",Blount County,1p1c,8886.84084,4801.1898,12168.2568,8821.218,4959.71304,5118.81588,6171.906,50927.9412,63966.12891
5,AL,TRUE,"Birmingham-Hoover, AL HUD Metro FMR Area",Blount County,1p2c,8886.84084,7034.54592,13546.6704,11796.9558,5768.94612,13175.9808,7710.85176,67920.7908,63966.12891
5,AL,TRUE,"Birmingham-Hoover, AL HUD Metro FMR Area",Blount County,1p3c,11556.44016,9384.3948,14122.7064,14772.6948,7587.69072,15655.1088,9983.406,83062.4412,63966.12891
5,AL,TRUE,"Birmingham-Hoover, AL HUD Metro FMR Area",Blount County,1p4c,11556.44016,11487.1326,14435.4864,17748.432,8349.59544,15655.1088,10190.66376,89422.8576,63966.12891
5,AL,TRUE,"Birmingham-Hoover, AL HUD Metro FMR Area",Blount County,2p0c,7724.98824,5972.61432,13309.2,11690.95968,4963.18176,0,7466.6016,51127.5468,63966.12891
5,AL,TRUE,"Birmingham-Hoover, AL HUD Metro FMR Area",Blount County,2p1c,8886.84084,7433.52024,14708.7744,14666.6988,5913.51012,5118.81588,8325.42996,65053.5876,63966.12891
5,AL,TRUE,"Birmingham-Hoover, AL HUD Metro FMR Area",Blount County,2p2c,8886.84084,9414.39252,15253.2432,17642.436,6631.25832,13175.9808,9438.76536,80442.9204,63966.12891
5,AL,TRUE,"Birmingham-Hoover, AL HUD Metro FMR Area",Blount County,2p3c,11556.44016,11494.2576,15544.386,20618.1744,8352.17652,15655.1088,10580.92164,93801.4632,63966.12891
5,AL,TRUE,"Birmingham-Hoover, AL HUD Metro FMR Area",Blount County,2p4c,11556.44016,14066.2164,15635.9628,23593.9116,9284.09916,15655.1088,10608.75,100400.484,63966.12891
6,AL,FALSE,"Bullock County, AL",Bullock County,1p0c,6384,3444.54168,11558.24196,5686.79004,3561.26844,0,5859.21684,36494.0592,44495.45313
6,AL,FALSE,"Bullock County, AL",Bullock County,1p1c,8460,5076.41748,12201.6804,8495.9568,4904.77776,5066.6982,6030.80856,50236.3416,44495.45313
6,AL,FALSE,"Bullock County, AL",Bullock County,1p2c,8460,7437.79908,12850.272,11305.12356,5760.39996,12173.1516,6990.9024,64977.6444,44495.45313
6,AL,FALSE,"Bullock County, AL",Bullock County,1p3c,10524,9922.35276,13252.1676,14114.2908,7408.52052,14359.752,8723.94504,78305.0268,44495.45313
6,AL,FALSE,"Bullock County, AL",Bullock County,1p4c,10524,12145.6308,13409.5044,16923.4572,8214.10176,14359.752,8699.87472,84276.3228,44495.45313
6,AL,FALSE,"Bullock County, AL",Bullock County,2p0c,6588,6314.9934,13252.0956,11373.58008,4675.26384,0,7116.21096,49320.1464,44495.45313
6,AL,FALSE,"Bullock County, AL",Bullock County,2p1c,8460,7859.6448,13855.7232,14182.746,5913.25128,5066.6982,7979.94144,63318.006,44495.45313
6,AL,FALSE,"Bullock County, AL",Bullock County,2p2c,8460,9954.07032,14229.516,16991.9136,6672.14352,12173.1516,8795.31228,77276.1096,44495.45313
6,AL,FALSE,"Bullock County, AL",Bullock County,2p3c,10524,12153.1644,14369.2752,19801.0812,8216.8308,14359.752,9604.64064,89028.744,44495.45313
6,AL,FALSE,"Bullock County, AL",Bullock County,2p4c,10524,14872.56,14318.568,22610.2476,9202.1748,14359.752,9337.1484,95224.4532,44495.45313
7,AL,FALSE,"Butler County, AL",Butler County,1p0c,5748,3081.41232,11052.71412,5686.79004,3199.2444,0,5410.79292,34178.9532,51857.79688
7,AL,FALSE,"Butler County, AL",Butler County,1p1c,7608,4541.25288,11688.68412,8495.9568,4402.15356,4833.5424,5332.19532,46901.7864,51857.79688
7,AL,FALSE,"Butler County, AL",Butler County,1p2c,7608,6653.6946,12350.6436,11305.12356,5167.57476,11612.97588,6129.65628,60827.6724,51857.79688
7,AL,FALSE,"Butler County, AL",Butler County,1p3c,9468,8876.32248,12775.2396,14114.2908,6646.87212,13698.9552,7355.67996,72935.3616,51857.79688
7,AL,FALSE,"Butler County, AL",Butler County,1p4c,9468,10865.21856,12952.884,16923.4572,7367.52684,13698.9552,6980.17968,78256.2192,51857.79688
7,AL,FALSE,"Butler County, AL",Butler County,2p0c,6672,5649.25632,12887.4936,11373.58008,4464.47712,0,6835.28544,47882.0916,51857.79688
7,AL,FALSE,"Butler County, AL",Butler County,2p1c,7608,7031.06832,13507.1568,14182.746,5304.31164,4833.5424,7263.57792,59730.4044,51857.79688
7,AL,FALSE,"Butler County, AL",Butler County,2p2c,7608,8904.69648,13902.5232,16991.9136,5983.20156,11612.97588,7902.07836,72905.3904,51857.79688
7,AL,FALSE,"Butler County, AL",Butler County,2p3c,9468,10871.95824,14060.712,19801.0812,7369.96944,13698.9552,8525.7576,83796.4332,51857.79688
7,AL,FALSE,"Butler County, AL",Butler County,2p4c,9468,13304.67,14030.3304,22610.2476,8251.43628,13698.9552,8027.35176,89390.988,51857.79688
8,AL,TRUE,"Anniston-Oxford-Jacksonville, AL MSA",Calhoun County,1p0c,5784,3091.78752,10394.19504,5497.47984,3216.04764,0,5221.63068,33205.14,60733.67969
8,AL,TRUE,"Anniston-Oxford-Jacksonville, AL MSA",Calhoun County,1p1c,8676,4556.54328,11066.93484,8300.30712,4794.672,5121.92544,5594.46096,48110.8452,60733.67969
8,AL,TRUE,"Anniston-Oxford-Jacksonville, AL MSA",Calhoun County,1p2c,8676,6676.09716,11810.26248,11103.13476,5562.6702,13183.9848,6732.01176,63744.1644,60733.67969
8,AL,TRUE,"Anniston-Oxford-Jacksonville, AL MSA",Calhoun County,1p3c,11328,8906.20824,12324.9444,13905.9624,7331.65212,15664.6188,8682.46068,78143.8476,60733.67969
8,AL,TRUE,"Anniston-Oxford-Jacksonville, AL MSA",Calhoun County,1p4c,11328,10901.8008,12600.066,16708.7904,8054.73336,15664.6188,8568.46068,83826.4692,60733.67969
8,AL,TRUE,"Anniston-Oxford-Jacksonville, AL MSA",Calhoun County,2p0c,6588,5668.2774,12475.332,10994.95968,4440.93276,0,6620.92968,46788.4308,60733.67969
8,AL,TRUE,"Anniston-Oxford-Jacksonville, AL MSA",Calhoun County,2p1c,8676,7054.74168,13176.9372,13797.7872,5699.86812,5121.92544,7528.60908,61055.8716,60733.67969
8,AL,TRUE,"Anniston-Oxford-Jacksonville, AL MSA",Calhoun County,2p2c,8676,8934.67752,13665.1968,16600.614,6381.04248,13183.9848,8529.18756,75970.7052,60733.67969
8,AL,TRUE,"Anniston-Oxford-Jacksonville, AL MSA",Calhoun County,2p3c,11328,10908.56256,13923.2532,19403.4432,8057.1834,15664.6188,9568.70292,88853.766,60733.67969
8,AL,TRUE,"Anniston-Oxford-Jacksonville, AL MSA",Calhoun County,2p4c,11328,13349.4672,14618.4216,22206.27,8941.6194,15664.6188,9408.39036,95516.7888,60733.67969
9,AL,FALSE,"Chambers County, AL",Chambers County,1p0c,6408,3029.53656,10893.76176,5686.79004,3419.59164,0,5571.77748,35009.4576,55003.99219
9,AL,FALSE,"Chambers County, AL",Chambers County,1p1c,8928,4464.80088,11455.06416,8495.9568,4852.74024,5187.45084,5819.6016,49203.6156,55003.99219
9,AL,FALSE,"Chambers County, AL",Chambers County,1p2c,8928,6541.6794,12093.7584,11305.12356,5605.27476,12463.2696,6712.55496,63649.6584,55003.99219
9,AL,FALSE,"Chambers County, AL",Chambers County,1p3c,11472,8726.88864,12508.6452,14114.2908,7318.85376,14701.9824,8468.59356,77311.254,55003.99219
9,AL,FALSE,"Chambers County, AL",Chambers County,1p4c,11472,10682.30268,12686.1576,16923.4572,8027.37744,14701.9824,8251.78128,82745.0568,55003.99219
9,AL,FALSE,"Chambers County, AL",Chambers County,2p0c,7440,5554.15104,12809.6664,11373.58008,4708.29348,0,7039.6794,48925.3716,55003.99219
9,AL,FALSE,"Chambers County, AL",Chambers County,2p1c,8928,6912.69948,13408.638,14182.746,5739.7104,5187.45084,7736.16432,62095.4064,55003.99219
9,AL,FALSE,"Chambers County, AL",Chambers County,2p2c,8928,8754.78516,13796.9052,16991.9136,6407.1702,12463.2696,8503.6794,75845.7252,55003.99219
9,AL,FALSE,"Chambers County, AL",Chambers County,2p3c,11472,10688.92752,13955.9004,19801.0812,8029.77756,14701.9824,9404.31228,88053.978,55003.99219
9,AL,FALSE,"Chambers County, AL",Chambers County,2p4c,11472,13080.6852,13924.7052,22610.2476,8896.40628,14701.9824,8951.69532,93637.7232,55003.99219
10,AL,FALSE,"Cherokee County, AL",Cherokee County,1p0c,5748,3371.91576,11127.63204,5686.79004,3304.50516,0,5524.00776,34762.8516,57031.97266
10,AL,FALSE,"Cherokee County, AL",Cherokee County,1p1c,7608,4969.38432,11871.07248,8495.9568,4557.28236,4871.89272,5557.08216,47930.6724,57031.97266
10,AL,FALSE,"Cherokee County, AL",Cherokee County,1p2c,7608,7280.97876,12614.268,11305.12356,5394.8646,11705.11524,6445.31256,62353.6644,57031.97266
10,AL,FALSE,"Cherokee County, AL",Cherokee County,1p3c,10524,9713.14524,13110.6564,14114.2908,7332.71556,13807.6452,8385.78876,76988.244,57031.97266
10,AL,FALSE,"Cherokee County, AL",Cherokee County,1p4c,10524,11889.5478,13363.134,16923.4572,8121.312,13807.6452,8308.14036,82937.238,57031.97266
10,AL,FALSE,"Cherokee County, AL",Cherokee County,2p0c,5772,6181.84572,13025.8716,11373.58008,4331.3496,0,6746.99628,47431.644,57031.97266
10,AL,FALSE,"Cherokee County, AL",Cherokee County,2p1c,7608,7693.92924,13723.2864,14182.746,5544.4926,4871.89272,7552.84356,61177.1892,57031.97266
10,AL,FALSE,"Cherokee County, AL",Cherokee County,2p2c,7608,9744.1956,14190.2472,16991.9136,6287.38476,11705.11524,8294.406,74821.266,57031.97266
10,AL,FALSE,"Cherokee County, AL",Cherokee County,2p3c,10524,11896.92264,14422.1484,19801.0812,8123.98392,13807.6452,9385.17192,87960.9552,57031.97266
10,AL,FALSE,"Cherokee County, AL",Cherokee County,2p4c,10524,14558.9808,14464.5732,22610.2476,9088.55352,13807.6452,9069.46872,94123.4712,57031.97266
11,AL,TRUE,"Chilton County, AL HUD Metro FMR Area",Chilton County,1p0c,7140,3268.16496,11122.96368,5845.47984,3771.2886,0,5982.30468,37130.2032,56401.5
11,AL,TRUE,"Chilton County, AL HUD Metro FMR Area",Chilton County,1p1c,8556,4816.48056,11901.15456,8821.218,4845.37716,5151.018,6001.4766,50092.7232,56401.5
11,AL,TRUE,"Chilton County, AL HUD Metro FMR Area",Chilton County,1p2c,8556,7056.94848,12662.2656,11796.9558,5657.18736,13258.8696,7313.53128,66301.758,56401.5
11,AL,TRUE,"Chilton County, AL HUD Metro FMR Area",Chilton County,1p3c,12240,9414.28128,13174.3524,14772.6948,7846.20048,15753.5928,10032.01536,83233.1364,56401.5
11,AL,TRUE,"Chilton County, AL HUD Metro FMR Area",Chilton County,1p4c,12240,11523.717,14016.6024,17748.432,8610.53244,15753.5928,10456.80468,90349.6812,56401.5
11,AL,TRUE,"Chilton County, AL HUD Metro FMR Area",Chilton County,2p0c,7500,5991.63576,13027.3524,11690.95968,4888.5516,0,7331.33208,50429.8296,56401.5
11,AL,TRUE,"Chilton County, AL HUD Metro FMR Area",Chilton County,2p1c,8556,7457.1936,13741.7676,14666.6988,5802.21168,5151.018,7989.10548,63363.996,56401.5
11,AL,TRUE,"Chilton County, AL HUD Metro FMR Area",Chilton County,2p2c,8556,9444.375,14222.9448,17642.436,6522.24612,13258.8696,9093.11724,78739.986,56401.5
11,AL,TRUE,"Chilton County, AL HUD Metro FMR Area",Chilton County,2p3c,12240,11530.86396,15113.52,20618.1744,8613.12156,15753.5928,10746.9456,94616.2152,56401.5
11,AL,TRUE,"Chilton County, AL HUD Metro FMR Area",Chilton County,2p4c,12240,14111.0136,15161.1096,23593.9116,9548.01192,15753.5928,10811.89092,101219.5308,56401.5
12,AL,FALSE,"Choctaw County, AL",Choctaw County,1p0c,5748,3102.1626,11809.71312,5686.79004,3206.76312,0,5599.578,35153.0064,48013.35938
12,AL,FALSE,"Choctaw County, AL",Choctaw County,1p1c,7608,4571.83416,12624.18,8495.9568,4413.23436,4818.61236,5598.4962,48130.3128,48013.35938
12,AL,FALSE,"Choctaw County, AL",Choctaw County,1p2c,7608,6698.50128,13395.2376,11305.12356,5183.80992,11577.10548,6408.72288,62176.5,48013.35938
12,AL,FALSE,"Choctaw County, AL",Choctaw County,1p3c,9468,8936.09472,13907.9688,14114.2908,6668.529,13656.6396,7752.40644,74503.9332,48013.35938
12,AL,FALSE,"Choctaw County, AL",Choctaw County,1p4c,9468,10938.38448,14784.1128,16923.4572,7394.0376,13656.6396,7697.82792,80862.4572,48013.35938
12,AL,FALSE,"Choctaw County, AL",Choctaw County,2p0c,5772,5687.29836,13569.4452,11373.58008,4152.15564,0,6715.2576,47269.7376,48013.35938
12,AL,FALSE,"Choctaw County, AL",Choctaw County,2p1c,7608,7078.41504,14293.2252,14182.746,5321.46756,4818.61236,7472.4726,60774.9372,48013.35938
12,AL,FALSE,"Choctaw County, AL",Choctaw County,2p2c,7608,8964.65988,14774.04,16991.9136,6004.92816,11577.10548,8138.49972,74059.1484,48013.35938
12,AL,FALSE,"Choctaw County, AL",Choctaw County,2p3c,9468,10945.16892,15688.0428,19801.0812,7396.49628,13656.6396,8964.73464,85920.1644,48013.35938
12,AL,FALSE,"Choctaw County, AL",Choctaw County,2p4c,9468,13394.2632,15733.74,22610.2476,8283.8994,13656.6396,8506.8984,91653.6912,48013.35938
13,AL,FALSE,"Clarke County, AL",Clarke County,1p0c,5748,3039.912,11257.4604,5686.79004,3184.20708,0,5446.5,34362.87,54376.60156
13,AL,FALSE,"Clarke County, AL",Clarke County,1p1c,7608,4480.09128,11828.7978,8495.9568,4379.99232,4935.015,5385.46476,47113.3188,54376.60156
13,AL,FALSE,"Clarke County, AL",Clarke County,1p2c,7608,6564.0828,12443.958,11305.12356,5135.1042,11856.77268,6185.83224,61098.8736,54376.60156
13,AL,FALSE,"Clarke County, AL",Clarke County,1p3c,10884,8756.77512,12824.7036,14114.2908,7116.627,13986.5436,8070.11724,75753.0588,54376.60156
13,AL,FALSE,"Clarke County, AL",Clarke County,1p4c,10884,10718.88576,12959.8152,16923.4572,7827.5772,13986.5436,7754.60964,81054.8904,54376.60156
13,AL,FALSE,"Clarke County, AL",Clarke County,2p0c,5916,5573.172,13035.3384,11373.58008,4162.98012,0,6594.98808,46656.0588,54376.60156
13,AL,FALSE,"Clarke County, AL",Clarke County,2p1c,7608,6936.37428,13610.2308,14182.746,5270.00064,4935.015,7282.4802,59824.8456,54376.60156
13,AL,FALSE,"Clarke County, AL",Clarke County,2p2c,7608,8784.76752,13963.764,16991.9136,5939.7462,11856.77268,7938.62112,73083.5856,54376.60156
13,AL,FALSE,"Clarke County, AL",Clarke County,2p3c,10884,10725.53316,14083.2288,19801.0812,7829.98608,13986.5436,9056.99196,86367.3636,54376.60156
13,AL,FALSE,"Clarke County, AL",Clarke County,2p4c,10884,13125.4824,14638.9092,22610.2476,8699.58252,13986.5436,8720.37528,92665.1364,54376.60156
14,AL,FALSE,"Clay County, AL",Clay County,1p0c,5748,3257.7894,11238.73536,5686.79004,3263.15256,0,5513.33784,34707.8052,51316.66016
14,AL,FALSE,"Clay County, AL",Clay County,1p1c,7608,4801.1898,11919.70236,8495.9568,4496.33868,4998.52116,5542.9728,47862.6828,51316.66016
14,AL,FALSE,"Clay County, AL",Clay County,1p2c,7608,7034.54592,12608.52,11305.12356,5305.57176,12009.3492,6435.62112,62306.73,51316.66016
14,AL,FALSE,"Clay County, AL",Clay County,1p3c,10416,9384.3948,13055.5344,14114.2908,7174.46412,14166.5292,8285.59356,76596.8088,51316.66016
14,AL,FALSE,"Clay County, AL",Clay County,1p4c,10416,11487.1326,13256.5968,16923.4572,7936.36812,14166.5292,8124.14868,82310.232,51316.66016
14,AL,FALSE,"Clay County, AL",Clay County,2p0c,6672,5972.61432,13045.7988,11373.58008,4581.64272,0,6981.31644,48626.9532,51316.66016
14,AL,FALSE,"Clay County, AL",Clay County,2p1c,7608,7433.52024,13690.2636,14182.746,5450.13576,4998.52116,7487.64036,60850.8276,51316.66016
14,AL,FALSE,"Clay County, AL",Clay County,2p2c,7608,9414.39252,14108.1156,16991.9136,6167.88432,12009.3492,8235.99972,74535.6564,51316.66016
14,AL,FALSE,"Clay County, AL",Clay County,2p3c,10416,11494.2576,14291.6496,19801.0812,7938.94992,14166.5292,9264.09372,87372.5628,51316.66016
14,AL,FALSE,"Clay County, AL",Clay County,2p4c,10416,14066.2164,14282.8224,22610.2476,8870.87256,14166.5292,8864.37528,93277.0608,51316.66016
15,AL,FALSE,"Cleburne County, AL",Cleburne County,1p0c,5748,3154.03824,11369.94648,5686.79004,3225.55956,0,5510.90808,34695.2436,58880.25781
15,AL,FALSE,"Cleburne County, AL",Cleburne County,1p1c,7608,4648.2858,12109.9404,8495.9568,4440.93564,4950.483,5525.65248,47779.254,58880.25781
15,AL,FALSE,"Cleburne County, AL",Cleburne County,1p2c,7608,6810.51564,12842.4624,11305.12356,5224.39668,11893.93428,6387.01176,62071.4412,58880.25781
15,AL,FALSE,"Cleburne County, AL",Cleburne County,1p3c,10704,9085.52712,13329.2136,14114.2908,7170.52584,14030.3808,8327.78904,76761.726,58880.25781
15,AL,FALSE,"Cleburne County, AL",Cleburne County,1p4c,10704,11121.30108,13570.6584,16923.4572,7908.16776,14030.3808,8154.03144,82411.998,58880.25781
15,AL,FALSE,"Cleburne County, AL",Cleburne County,2p0c,5772,5782.40328,13212.6684,11373.58008,4186.61604,0,6659.87112,46987.14,58880.25781
15,AL,FALSE,"Cleburne County, AL",Cleburne County,2p1c,7608,7196.78388,13898.9808,14182.746,5364.35664,4950.483,7447.21068,60648.5628,58880.25781
15,AL,FALSE,"Cleburne County, AL",Cleburne County,2p2c,7608,9114.5706,14354.7216,16991.9136,6059.24712,11893.93428,8164.6794,74187.0648,58880.25781
15,AL,FALSE,"Cleburne County, AL",Cleburne County,2p3c,10704,11128.1982,14575.3764,19801.0812,7910.66676,14030.3808,9274.77324,87424.476,58880.25781
15,AL,FALSE,"Cleburne County, AL",Cleburne County,2p4c,10704,13618.248,15257.142,22610.2476,8812.90944,14030.3808,9062.71872,94095.6444,58880.25781
16,AL,FALSE,"Coffee County, AL",Coffee County,1p0c,6264,3569.04312,11116.1082,5686.79004,3562.89948,0,5754.57024,35953.4124,69363.125
16,AL,FALSE,"Coffee County, AL",Coffee County,1p1c,8304,5259.90192,11779.34328,8495.9568,4914.7368,5261.22504,5981.92968,49997.0916,69363.125
16,AL,FALSE,"Coffee County, AL",Coffee County,1p2c,8304,7706.63604,13023.1308,11305.12356,5801.28516,12640.518,7246.44144,66027.1344,69363.125
16,AL,FALSE,"Coffee County, AL",Coffee County,1p3c,11880,10280.99196,13502.2476,14114.2908,8029.80108,14911.0704,9839.61696,82558.02,69363.125
16,AL,FALSE,"Coffee County, AL",Coffee County,1p4c,11880,12584.6292,13725.2136,16923.4572,8864.49972,14911.0704,10051.99224,88940.8656,69363.125
16,AL,FALSE,"Coffee County, AL",Coffee County,2p0c,6612,6543.24612,13118.4804,11373.58008,4766.6646,0,7166.72676,49580.6952,69363.125
16,AL,FALSE,"Coffee County, AL",Coffee County,2p1c,8304,8143.72848,14397.7092,14182.746,5959.6608,5261.22504,8206.45308,64455.522,69363.125
16,AL,FALSE,"Coffee County, AL",Coffee County,2p2c,8304,10313.85576,14846.9556,16991.9136,6745.98336,12640.518,9143.18772,78986.4144,69363.125
16,AL,FALSE,"Coffee County, AL",Coffee County,2p3c,11880,12592.434,15050.1816,19801.0812,8867.32764,14911.0704,10550.57808,93652.6752,69363.125
16,AL,FALSE,"Coffee County, AL",Coffee County,2p4c,11880,15410.1228,15054.0408,22610.2476,9888.28716,14911.0704,10596.2424,100350.012,69363.125
17,AL,TRUE,"Florence-Muscle Shoals, AL MSA",Colbert County,1p0c,6506.47848,2977.66092,10633.49052,5593.47984,3436.47768,0,5502.08016,34649.6688,62369.41406
